CASENO,SEVERITY,ACCDATE,ACCTIME,NOVEH,NOINJ,NOKILLED,INNEAR,COMMNAME,UGRID,USTREET1,USTREET2,UBLOCK,ROADAUTH,CTRLSECT,ATKM,RM,SIDEOF,QTR,SEC,TWP,RGE,MER,OTHERLOC
1499381,INJURY,2004-12-17,757,2,1,0,IN,SASKATOON,SKJ0-3,56TH ST,ENGLISH CR / MILLAR AVE,,URBAN,,0,,,,,,,,
1485109,INJURY,2004-12-29,2030,2,2,0,IN,SASKATOON,SKE8-44,19TH ST,AVE P,,URBAN,,0,,,,,,,,
1486132,INJURY,2005-01-18,1148,2,1,0,IN,SASKATOON,SKE7-48,22ND ST,AVE P,,URBAN,,0,,,,,,,,
1461448,INJURY,2005-01-28,1330,2,1,0,IN,SASKATOON,SKF7-74,22ND ST,700 W AVE G - AVE H,,URBAN,,0,,,,,,,,
1496388,INJURY,2005-02-05,215,2,1,0,IN,REGINA,RE697840,DEWDNEY AVE,PASQUA ST,,URBAN,,0,,,,,,,,
1477079,INJURY,2005-02-16,1618,2,1,0,IN,SASKATOON,SKE9-18,11TH ST,AVE K,,URBAN,,0,,,,,,,,
1344372,INJURY,2005-02-23,2125,2,1,0,IN,REGINA,RE456500,WINNIPEG ST,2400-2499,,URBAN,,0,,,,,,,,
1339801,INJURY,2005-04-11,1630,2,1,0,IN,MELVILLE,,3RD AVE W,,109,URBAN,,0,,,,,,,,
1476959,INJURY,2005-04-13,1951,2,1,0,IN,SASKATOON,SKD5-8,33RD ST,EDMONTON AVE,,URBAN,,0,,,,,,,,
1298197,INJURY,2005-04-15,1540,2,1,0,IN,PRINCE ALBERT,PA6E22,6TH AVE E,22ND ST,,URBAN,,0,,,,,,,,
1481769,INJURY,2005-04-18,1953,2,1,0,IN,REGINA,RE677330,13TH AVE,WASCANA ST,,URBAN,,0,,,,,,,,
1231093,INJURY,2005-04-20,1510,2,1,0,IN,SASKATOON,SKN9-32,8TH ST,MCKERCHER DR,,URBAN,,0,,,,,,,,
1476533,INJURY,2005-04-20,2056,2,1,0,IN,SASKATOON,SKO7-13,BERINI DR,OVERHOLD CR S,,URBAN,,0,,,,,,,,
1488714,INJURY,2005-04-21,1845,2,1,0,IN,MELFORT,,CRAWFORD AVE E,MAIN ST,,URBAN,,0,,,,,,,,
1495912,INJURY,2005-04-21,658,2,1,0,IN,REGINA,RE682040,2ND AVE,MCINTOSH ST S INT,,URBAN,,0,,,,,,,,
1476305,INJURY,2005-04-24,1930,2,1,0,IN,LA LOCHE,,MOISE AVE 152,,,URBAN,,0,,,,,,,,
1498718,INJURY,2005-04-30,1730,2,1,0,IN,SASKATOON,SKG7-57,2ND AVE,24TH ST,,URBAN,,0,,,,,,,,
1476508,INJURY,2005-05-03,1520,2,1,0,IN,SASKATOON,SKG8-32,4TH AVE,21ST ST,,URBAN,,0,,,,,,,,
1498554,INJURY,2005-05-05,1109,2,1,0,IN,SASKATOON,SKG8-46,1ST AVE,20TH ST,,URBAN,,0,,,,,,,,
1496444,INJURY,2005-05-07,1544,2,1,0,IN,REGINA,RE451400,WESTGATE AVE,3000-3050,,URBAN,,0,,,,,,,,
1495027,INJURY,2005-05-08,1344,2,1,0,IN,REGINA,RE690480,ARGYLE ST,SHERWOOD DR,,URBAN,,0,,,,,,,,
1498199,INJURY,2005-05-12,1800,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,,,URBAN,,0,,,,,,,,
1467189,INJURY,2005-05-14,1642,2,1,0,IN,MOOSE JAW,,FAIRFORD ST E,,100,URBAN,,0,,,,,,,,
1476356,INJURY,2005-05-15,1400,2,1,0,IN,LA LOCHE,,GERVAIS CRES,,,URBAN,,0,,,,,,,,
1509132,INJURY,2005-05-20,2332,2,1,0,IN,SASKATOON,SKF7-85,23RD ST,AVE H,,URBAN,,0,,,,,,,,
1493381,INJURY,2005-05-24,1523,2,1,0,IN,REGINA,RE685430,7TH AVE,ELPHINSTONE ST,,URBAN,,0,,,,,,,,
1297552,INJURY,2005-05-25,826,2,1,0,IN,PRINCE ALBERT,PA12W15,12TH AVE W,15TH ST,,URBAN,,0,,,,,,,,
1297584,INJURY,2005-05-25,830,2,1,0,IN,PRINCE ALBERT,PABRAN01,BRANION DR,6TH AVE E - STEUART AVE,,URBAN,,0,,,,,,,,
1484229,INJURY,2005-05-27,916,2,1,0,IN,SASKATOON,SKK9-36,14TH ST,BATE - LESLIE,,URBAN,,0,,,,,,,,
1509753,INJURY,2005-05-28,1700,2,1,0,IN,SASKATOON,SKF7-33,22ND ST,AVE D,,URBAN,,0,,,,,,,,
1467472,INJURY,2005-05-31,805,2,1,0,IN,MOOSE JAW,,COTEAU ST W,,100,URBAN,,0,,,,,,,,
1476965,INJURY,2005-06-03,1215,2,1,0,IN,SASKATOON,SKG11-15,MELROSE AVE,WILLOW ST,,URBAN,,0,,,,,,,,
1486877,INJURY,2005-06-05,1645,3,2,0,IN,SASKATOON,SKN10-12,MCKERCHER DR,8TH - PARKDALE,,URBAN,,0,,,,,,,,
1495276,INJURY,2005-06-06,1127,2,1,0,IN,REGINA,RE675650,11TH AVE,CORNWALL ST,,URBAN,,0,,,,,,,,
1202159,INJURY,2005-06-09,1230,2,2,0,IN,WADENA,,6TH AVE NE,,,URBAN,,0,,,,,,,,
1509278,INJURY,2005-06-09,1400,2,1,0,IN,SASKATOON,SKD8-3,19TH ST,AVE Q,,URBAN,,0,,,,,,,,
1512006,INJURY,2005-06-10,2130,2,1,0,IN,MOOSE JAW,,MANITOBA ST E,,0,URBAN,,0,,,,,,,,
1509817,INJURY,2005-06-11,1545,2,1,0,IN,SASKATOON,SKB7-28,CONFEDERATION DR,LAURIER DR - PLAZA 22,,URBAN,,0,,,,,,,,
1469989,INJURY,2005-06-12,1715,2,1,0,IN,KISBEY,,MAIN ST,,,URBAN,,0,,,,,,,,
1492526,INJURY,2005-06-12,1953,2,1,0,IN,REGINA,RE683590,4TH AVE,RETALLACK ST,,URBAN,,0,,,,,,,,
1501876,INJURY,2005-06-14,1045,2,1,0,IN,GRENFELL,,WOLSELEY AVE: CATHOLIC PKG LOT,,,URBAN,,0,,,,,,,,
1509846,INJURY,2005-06-14,1925,2,1,0,IN,SASKATOON,SKJ8-57,COLLEGE DR,HOSPITAL DR / UNIVERSITY DR,,URBAN,,0,,,,,,,,
1509857,INJURY,2005-06-14,1710,2,1,0,IN,SASKATOON,SKH6-15,8TH AVE,QUEEN ST,,URBAN,,0,,,,,,,,
1509410,INJURY,2005-06-17,1705,2,1,0,IN,SASKATOON,SKE5-58,33RD ST,AVE J,,URBAN,,0,,,,,,,,
1492026,INJURY,2005-06-19,1600,2,1,0,IN,ESTEVAN,,ARTHUR AVE,,,URBAN,,0,,,,,,,,
1482874,INJURY,2005-06-21,1637,2,1,0,IN,REGINA,RE681810,2ND AVE N,TORONTO ST,,URBAN,,0,,,,,,,,
1493386,INJURY,2005-06-21,707,2,1,0,IN,REGINA,RE686020,7TH AVE,LEWVAN DR,,URBAN,,0,,,,,,,,
1495228,INJURY,2005-06-21,1350,2,1,0,IN,REGINA,RE683320,4TH AVE,FORGET ST,,URBAN,,0,,,,,,,,
1476545,INJURY,2005-06-26,2112,2,1,0,IN,SASKATOON,SKC7-8,22ND ST,WITNEY AVE,,URBAN,,0,,,,,,,,
1494736,INJURY,2005-06-29,1630,2,1,0,IN,REGINA,RE708570,ROSE ST,VICTORIA AVE,,URBAN,,0,,,,,,,,
1256297,INJURY,2005-06-30,1651,2,1,0,IN,REGINA,RE687120,8TH AVE,ALBERT ST,,URBAN,,0,,,,,,,,
1297929,INJURY,2005-07-02,1840,2,2,0,IN,PRINCE ALBERT,PA8W13,8TH AVE W,13TH ST,,URBAN,,0,,,,,,,,
1486853,INJURY,2005-07-02,615,2,1,0,IN,SASKATOON,SKH7-3,24TH ST,SPADINA CR,,URBAN,,0,,,,,,,,
1476191,INJURY,2005-07-04,1620,2,1,0,IN,LA LOCHE,,HERMAN ST,LA LOCHE AVE,,URBAN,,,,,,,,,,
1493958,INJURY,2005-07-04,2223,2,1,0,IN,REGINA,RE13900,ANGUS RD,112-199,,URBAN,,0,,,,,,,,
1499149,INJURY,2005-07-04,1735,2,1,0,IN,SASKATOON,SKL8-2,COLLEGE DR,PRESTON AVE,,URBAN,,0,,,,,,,,
1466382,INJURY,2005-07-05,1830,2,1,0,IN,SASKATOON,SKB7-10,CONFEDERATION DR,LAURIER DR,,URBAN,,0,,,,,,,,
1492565,INJURY,2005-07-05,1645,2,1,0,IN,REGINA,RE6600,ALBERT ST,676-750,,URBAN,,0,,,,,,,,
1509193,INJURY,2005-07-05,1740,2,1,0,IN,SASKATOON,SKA9-4,ELEVATOR /  11TH ST,FAIRLIGHT DR,,URBAN,,0,,,,,,,,
1284861,INJURY,2005-07-07,905,2,1,0,IN,SASKATOON,SKJ7-1,UNIVERSITY OF SASKATCHEWAN,PRIVATE PROPERTY,,URBAN,,,,,,,,,,
1484884,INJURY,2005-07-07,1540,2,1,0,IN,SASKATOON,SKF8-45,20TH ST,600 W AVE F - AVE G,,URBAN,,0,,,,,,,,
1482718,INJURY,2005-07-08,2230,2,1,0,IN,REGINA,RE686710,7TH AVE,WASCANA ST,,URBAN,,0,,,,,,,,
1478145,INJURY,2005-07-11,1640,2,1,0,IN,SASKATOON,SKN7-32,105TH ST E,JESSOP - PACKHAM,,URBAN,,0,,,,,,,,
1494459,INJURY,2005-07-11,1530,2,1,0,IN,REGINA,RE676380,12TH AVE,LORNE ST,,URBAN,,0,,,,,,,,
1495327,INJURY,2005-07-11,1619,2,1,0,IN,REGINA,RE110100,8TH AVE,3100-3199,,URBAN,,0,,,,,,,,
1509652,INJURY,2005-07-12,1315,2,1,0,IN,SASKATOON,SKE7-25,22ND ST,AVE L,,URBAN,,0,,,,,,,,
1070147,INJURY,2005-07-12,1419,2,1,0,IN,NORTH BATTLEFORD,NBLANE,BACK ALLEY_UNSPECIFIED,,,URBAN,,0,,,,,,,,
1482797,INJURY,2005-07-13,2257,2,2,0,IN,REGINA,RE689110,ALBERT ST,DEWDNEY AVE,,URBAN,,0,,,,,,,,
1495404,INJURY,2005-07-13,1700,2,1,0,IN,REGINA,RE392700,SMITH ST,2100-2199,,URBAN,,0,,,,,,,,
1509138,INJURY,2005-07-13,928,2,1,0,IN,SASKATOON,SKD8-5,20TH ST,1600 W AVE P - AVE Q,,URBAN,,0,,,,,,,,
1255649,INJURY,2005-07-14,1739,2,1,0,IN,REGINA,RE5600,ALBERT ST,1700-1799,,URBAN,,0,,,,,,,,
1486854,INJURY,2005-07-14,1233,2,1,0,IN,SASKATOON,SKD7-28,22ND ST,AVE V,,URBAN,,0,,,,,,,,
1486764,INJURY,2005-07-15,1610,2,1,0,IN,SASKATOON,SKJ9-20,8TH ST,WIGGINS AVE,,URBAN,,0,,,,,,,,
1510207,INJURY,2005-07-18,1810,2,1,0,IN,SASKATOON,SKE9-111,11TH ST,1400   AVE O - WELDON AVE,,URBAN,,0,,,,,,,,
1492035,INJURY,2005-07-19,1025,2,1,0,IN,ESTEVAN,,4TH ST,6TH AVE,,URBAN,,0,,,,,,,,
1206690,INJURY,2005-07-23,1130,2,1,0,NEAR,PIAPOT,,,,,HIGHWAY,0012000,33,,,,,,,,
1467523,INJURY,2005-07-24,1830,2,1,0,IN,MOOSE JAW,,HALL ST W,REDLAND AVE,,URBAN,,0,,,,,,,,
1493663,INJURY,2005-07-24,1403,2,1,0,IN,REGINA,RE689110,ALBERT ST,DEWDNEY AVE,,URBAN,,0,,,,,,,,
1492902,INJURY,2005-07-26,9999,2,1,0,IN,REGINA,RE693660,BROWN ST,THOMSON AVE,,URBAN,,,,,,,,,,
1512283,INJURY,2005-07-26,1240,2,1,0,IN,MOOSE JAW,,1ST AVE N E,,100,URBAN,,0,,,,,,,,
896043,INJURY,2005-07-27,1515,2,1,0,IN,ILE A LA CROSSE,,LAJEUNESSE AVE,,,URBAN,,0,,,,,,,,
1510264,INJURY,2005-07-27,1931,2,1,0,IN,SASKATOON,SKM11-8,ARLINGTON AVE,TAYLOR ST,,URBAN,,0,,,,,,,,
1510335,INJURY,2005-07-29,926,2,1,0,IN,SASKATOON,SKE7-48,22ND ST,AVE P,,URBAN,,0,,,,,,,,
1510356,INJURY,2005-07-29,1728,2,1,0,IN,SASKATOON,SKE7-44,22ND ST,1400 W AVE N - AVE O,,URBAN,,0,,,,,,,,
1297934,INJURY,2005-07-30,2223,2,2,0,IN,PRINCE ALBERT,PA23SE02,23RD ST E,200,,URBAN,,0,,,,,,,,
1493463,INJURY,2005-07-30,1758,2,1,0,IN,REGINA,RE308255,QUANCE ST,2700-2999,,URBAN,,,,,,,,,,
1484114,INJURY,2005-07-31,1004,2,1,0,IN,SASKATOON,SKG8-52,4TH AVE,20TH ST,,URBAN,,0,,,,,,,,
1447999,INJURY,2005-08-01,2138,2,1,0,IN,REGINA,RE39000,BROAD ST,2200-2299,,URBAN,,0,,,,,,,,
1493464,INJURY,2005-08-01,2145,2,1,0,IN,REGINA,RE684890,6TH AVE,ANGUS ST,,URBAN,,0,,,,,,,,
1328787,INJURY,2005-08-02,1745,2,1,0,IN,KERROBERT,,LANIGAN ST,PACIFIC AVE,,URBAN,,0,,,,,,,,
1496009,INJURY,2005-08-05,843,2,1,0,IN,REGINA,RE684930,6TH AVE,BROAD ST,,URBAN,,0,,,,,,,,
1509955,INJURY,2005-08-07,1711,2,1,0,IN,SASKATOON,SKE8-5,20TH ST,AVE I,,URBAN,,0,,,,,,,,
1266139,INJURY,2005-08-08,1245,2,1,0,IN,SHELLBROOK,,4RD AVE,MAIN ST,,URBAN,,0,,,,,,,,
1517906,INJURY,2005-08-08,1200,2,1,0,IN,SASKATOON,SKE9-59,11TH ST,AVE P,,URBAN,,0,,,,,,,,
1518091,INJURY,2005-08-08,1931,2,1,0,IN,SASKATOON,SKA7-18,CENTENNIAL DR,MCDOUGALL CR W LEG,,URBAN,,0,,,,,,,,
1509634,INJURY,2005-08-09,924,2,1,0,IN,SASKATOON,SKG5-28,33RD ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1284254,INJURY,2005-08-10,1430,2,1,0,IN,ESTEVAN,,CUNDAH DR,KING ST,,URBAN,,0,,,,,,,,
1495559,INJURY,2005-08-12,1456,2,1,0,IN,REGINA,RE18500,ARGYLE ST,1400-1499,,URBAN,,0,,,,,,,,
1488903,INJURY,2005-08-13,2040,2,1,0,IN,STAR CITY,,4TH ST,MAIN ST,,URBAN,,0,,,,,,,,
1493734,INJURY,2005-08-16,1600,2,1,0,IN,REGINA,RE219780,LEWVAN DR,1000-1299,,URBAN,,0,,,,,,,,
1512515,INJURY,2005-08-19,1620,2,1,0,IN,MOOSE JAW,,OXFORD ST,WILLOW AVE,,URBAN,,,,,,,,,,
1513453,INJURY,2005-08-19,1700,2,1,0,IN,REGINA,RE679710,1ST AVE N,BROAD ST,,URBAN,,0,,,,,,,,
1206696,INJURY,2005-08-21,1700,2,1,0,IN,MAPLE CREEK,,2ND AVE,SIDNEY ST,,URBAN,,,,,,,,,,
1489232,INJURY,2005-08-21,915,2,1,0,IN,YORKTON,,PARKVIEW RD,,399,URBAN,,0,,,,,,,,
1492622,INJURY,2005-08-22,900,3,1,0,IN,REGINA,RE14880,ARENS RD,2800E-2999E,,URBAN,,0,,,,,,,,
1494528,INJURY,2005-08-23,1920,2,1,0,IN,REGINA,RE12600,ANGUS ST,1300-1399,,URBAN,,0,,,,,,,,
1498567,INJURY,2005-08-24,505,2,1,0,IN,SASKATOON,SKE8-46,20TH ST,AVE P,,URBAN,,0,,,,,,,,
1344035,INJURY,2005-08-25,1527,2,1,0,IN,REGINA,RE683500,4TH AVE,MCTAVISH ST,,URBAN,,0,,,,,,,,
1518560,INJURY,2005-08-25,1305,2,1,0,IN,SASKATOON,SKG4-24,39TH ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1493017,INJURY,2005-08-29,2145,2,1,0,IN,REGINA,RE708850,SASKATCHEWAN DR,TORONTO ST,,URBAN,,0,,,,,,,,
1350575,INJURY,2005-08-30,1710,2,1,0,IN,LLOYDMINSTER,,44TH ST,50TH AVE,,URBAN,,0,,,,,,,,
1518584,INJURY,2005-08-30,930,2,1,0,IN,SASKATOON,SKM11-8,ARLINGTON AVE,TAYLOR ST,,URBAN,,0,,,,,,,,
1493538,INJURY,2005-09-01,1723,2,1,0,IN,REGINA,RE676270,12TH AVE,BROAD ST,,URBAN,,0,,,,,,,,
1518726,INJURY,2005-09-01,9999,2,1,0,IN,SASKATOON,SKJ3-31,CHURCHILL DR,WARMAN RD,,URBAN,,0,,,,,,,,
1496185,INJURY,2005-09-02,1210,2,1,0,IN,REGINA,RE253500,MCCARTHY BLVD,900N-1099N,,URBAN,,0,,,,,,,,
1200250,FATAL,2005-09-02,2120,2,2,1,NEAR,LLOYDMINSTER,,,,,HIGHWAY,0163000,14.1,,,,,,,,
1486669,INJURY,2005-09-04,1609,2,1,0,IN,SASKATOON,SKM9-30,ARLINGTON AVE,LING ST,,URBAN,,0,,,,,,,,
1509654,INJURY,2005-09-04,1934,2,1,0,IN,SASKATOON,SKD8-35,AVE W,400 S 18TH - 19TH,,URBAN,,0,,,,,,,,
1517771,INJURY,2005-09-05,9999,2,1,0,IN,SASKATOON,SKB6-15,CONFEDERATION DR,MASSEY DR,,URBAN,,0,,,,,,,,
1513351,INJURY,2005-09-06,828,2,1,0,IN,REGINA,RE39100,BROAD ST,2100-2199,,URBAN,,0,,,,,,,,
1517740,INJURY,2005-09-07,2300,2,1,0,IN,SASKATOON,SKD8-12,20TH ST,AVE R,,URBAN,,0,,,,,,,,
1451494,INJURY,2005-09-08,945,2,1,0,IN,REGINA,RE684560,6TH AVE,ELPHINSTONE ST,,URBAN,,0,,,,,,,,
1501615,INJURY,2005-09-10,1300,2,1,0,IN,NIPAWIN,,1ST AVE W,CENTRE ST,300,URBAN,,0,,,,,,,,
1481635,INJURY,2005-09-11,1515,2,1,0,IN,REGINA,RE24500,ATHOL ST,2300-2399,,URBAN,,0,,,,,,,,
1517376,INJURY,2005-09-12,1900,2,1,0,IN,SASKATOON,SKF7-33,22ND ST,AVE D,,URBAN,,0,,,,,,,,
1286137,INJURY,2005-09-13,1621,2,1,0,IN,WEYBURN,,4TH AVE S,CONFEDERATION DR,,URBAN,,0,,,,,,,,
1448147,INJURY,2005-09-13,1320,2,1,0,IN,REGINA,RE461910,BRUNSKILL PL,6100-6250,,URBAN,,0,,,,,,,,
1517277,INJURY,2005-09-13,734,2,1,0,IN,SASKATOON,SKM11-8,ARLINGTON AVE,TAYLOR ST,,URBAN,,0,,,,,,,,
1512432,INJURY,2005-09-14,1700,2,1,0,IN,MOOSE JAW,,HIGH ST E,,0,URBAN,,0,,,,,,,,
1513494,INJURY,2005-09-16,1748,2,1,0,IN,REGINA,RE19600,ARGYLE ST N,100-150,,URBAN,,0,,,,,,,,
1452786,INJURY,2005-09-18,1330,2,1,0,IN,HUMBOLDT,,9TH ST,,600,URBAN,,0,,,,,,,,
1457973,INJURY,2005-09-20,1655,2,1,0,IN,SASKATOON,SKF8-44,AVE G,20TH ST,,URBAN,,0,,,,,,,,
1494320,INJURY,2005-09-22,820,2,1,0,IN,REGINA,RE707830,RADWAY ST N,ROCHDALE BLVD,,URBAN,,0,,,,,,,,
1494325,INJURY,2005-09-26,800,2,1,0,IN,REGINA,RE692950,BROAD ST,DEWDNEY AVE,,URBAN,,0,,,,,,,,
1518733,INJURY,2005-09-26,1700,2,1,0,IN,SASKATOON,SKF7-33,22ND ST,AVE D,,URBAN,,0,,,,,,,,
1489306,INJURY,2005-09-27,1800,2,1,0,IN,YORKTON,,BROADWAY ST,MYRTLE AVE,,URBAN,,0,,,,,,,,
1512851,INJURY,2005-09-27,1745,2,1,0,IN,REGINA,RE706310,MONTAGUE ST,WESTFIELD DR,,URBAN,,0,,,,,,,,
1298324,INJURY,2005-09-30,2000,2,1,0,IN,PRINCE ALBERT,PA6E9,6TH AVE E,9TH ST,,URBAN,,0,,,,,,,,
1517936,INJURY,2005-09-30,1000,2,1,0,IN,SASKATOON,SKC8-12,20TH ST,VANCOUVER AVE,,URBAN,,0,,,,,,,,
1512954,INJURY,2005-10-04,1730,2,1,0,IN,REGINA,RE689140,ALBERT ST,HILL AVE,,URBAN,,0,,,,,,,,
1517947,INJURY,2005-10-08,1200,2,1,0,IN,SASKATOON,SKF3-24,AVE C,GYLES PL - PAKWA PL,,URBAN,,0,,,,,,,,
1493391,INJURY,2005-10-10,1415,2,2,0,IN,REGINA,RE684070,5TH AVE,ATHOL ST,,URBAN,,0,,,,,,,,
1518716,INJURY,2005-10-10,1510,2,1,0,IN,SASKATOON,SKC5-1,33RD ST,CATHERWOOD / NORTHUMBERLAND AV,,URBAN,,0,,,,,,,,
1494556,INJURY,2005-10-12,1700,2,1,0,IN,REGINA,RE3,BACK ALLEY,,,URBAN,,0,,,,,,,,
1519495,INJURY,2005-10-13,1945,2,1,0,IN,SASKATOON,SKH7-5,25TH ST,SPADINA CR,,URBAN,,0,,,,,,,,
1519285,INJURY,2005-10-15,2200,2,1,0,IN,SASKATOON,SKL1-11,MEILICKE RD,J J THIESSEN - SILVERWOOD,,URBAN,,0,,,,,,,,
1297366,INJURY,2005-10-17,1400,2,1,0,IN,PRINCE ALBERT,PA6E15,6TH AVE E,15TH ST,,URBAN,,,,,,,,,,
1453084,INJURY,2005-10-19,855,2,1,0,IN,MUENSTER,,COLLEGE AVE,,,URBAN,,0,,,,,,,,
1494328,INJURY,2005-10-19,845,2,1,0,IN,REGINA,RE62300,CENTENNIAL ST,1-40,,URBAN,,0,,,,,,,,
1502320,INJURY,2005-10-19,1655,2,3,0,IN,SWIFT CURRENT,SK,1ST AVE NE,LORNE ST,,URBAN,,0,,,,,,,,
8024286,INJURY,2005-10-19,845,2,1,0,IN,REGINA,RE9999,NOT STATED,LOCATION NOT KNOWN,,URBAN,,,,,,,,,,
1102669,INJURY,2005-10-24,1230,2,1,0,IN,ASSINIBOIA,,1ST ST W,5TH AVE W,,URBAN,,0,,,,,,,,
1489208,INJURY,2005-10-24,1415,2,1,0,IN,YORKTON,,1ST AVE N,SMITH ST,,URBAN,,0,,,,,,,,
947588,INJURY,2005-10-27,1645,2,1,0,IN,YORKTON,,BROADWAY AVE,DALEBROOK DR,,URBAN,,0,,,,,,,,
1519426,INJURY,2005-10-27,705,2,1,0,IN,SASKATOON,SKG5-28,33RD ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1481127,INJURY,2005-11-01,1750,2,1,0,IN,REGINA,RE411300,13TH AVE,1700-1799,,URBAN,,0,,,,,,,,
1483324,INJURY,2005-11-02,753,2,1,0,IN,REGINA,RE688100,9TH AVE N,MCINTOSH ST N,,URBAN,,0,,,,,,,,
1518837,INJURY,2005-11-11,1530,2,1,0,IN,SASKATOON,SKG7-99,22ND ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1348419,INJURY,2005-11-12,1408,2,1,0,IN,REGINA,RE699600,ELPHINSTONE ST,SASKATCHEWAN,,URBAN,,0,,,,,,,,
1483286,INJURY,2005-11-18,840,2,1,0,IN,REGINA,RE161700,4TH AVE,2100-2599,,URBAN,,0,,,,,,,,
1516589,INJURY,2005-11-22,904,2,1,0,IN,SASKATOON,SKG6-1,2ND AVE,QUEEN ST,,URBAN,,0,,,,,,,,
1256299,INJURY,2005-11-24,1740,2,1,0,IN,REGINA,RE709610,1ST AVE,ALBERT ST N INT,,URBAN,,0,,,,,,,,
1514908,INJURY,2006-01-10,1115,2,1,0,IN,REGINA,RE707960,RAE ST,VICTORIA AVE,,URBAN,,,,,,,,,,
1521617,INJURY,2006-01-27,816,2,1,0,IN,SASKATOON,SKF3-2,CYNTHIA ST,700,,URBAN,,,,,,,,,,
1526539,INJURY,2006-01-29,1400,2,1,0,IN,SASKATOON,SKG7-80,1ST AVE,23RD ST,,URBAN,,,,,,,,,,
1203072,INJURY,2006-02-08,1705,2,1,0,IN,MAPLE CREEK,,MAPLE ST,202,,URBAN,,,,,,,,,,
1526476,INJURY,2006-02-11,2318,2,1,0,IN,SASKATOON,SKD5-3,33RD ST,AVE W,,URBAN,,,,,,,,,,
1517057,INJURY,2006-02-27,1519,2,1,0,IN,SASKATOON,SKF8-28,AVE H,20TH - 21ST,,URBAN,,,,,,,,,,
1514837,INJURY,2006-02-28,738,2,1,0,IN,REGINA,RE679240,18TH AVE E,PARK ST N INT,,URBAN,,,,,,,,,,
1005140,INJURY,2006-04-05,1912,2,1,0,IN,MEADOW LAKE,,2ND AVE W,2ND ST W,,URBAN,,,,,,,,,,
1524155,INJURY,2006-04-07,1507,2,1,0,IN,SASKATOON,SKG6-15,IDYLWYLD DR,800 N 29TH - 30TH,,URBAN,,,,,,,,,,
1467419,INJURY,2006-04-09,2102,2,1,0,IN,MOOSE JAW,,4TH AVE NE,SASKATCHEWAN ST E,,URBAN,,,,,,,,,,
1507735,INJURY,2006-04-09,1701,2,1,0,IN,SASKATOON,SKG5-1,2ND AVE,33RD ST,,URBAN,,,,,,,,,,
1297120,INJURY,2006-04-10,1600,2,1,0,IN,PRINCE ALBERT,PA11E2,2ND ST,11TH AVE E,,URBAN,,,,,,,,,,
1524062,INJURY,2006-04-10,1814,2,1,0,IN,SASKATOON,SKA6-48,DIEFENBAKER DR,MOWAT W / PEARSON PL,,URBAN,,,,,,,,,,
1524551,INJURY,2006-04-10,1925,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,MID BLOCK,,URBAN,,,,,,,,,,
1524914,INJURY,2006-04-12,1800,2,1,0,IN,SASKATOON,SKP11-17,HEROLD RD,HEROLD TERR,,URBAN,,,,,,,,,,
1524227,INJURY,2006-04-17,1845,2,1,0,IN,SASKATOON,SKL9-18,8TH ST,PRESTON AVE,,URBAN,,,,,,,,,,
1524792,INJURY,2006-04-19,1705,2,1,0,IN,SASKATOON,SKG7-95,2ND AVE,100 N 22ND - 23RD,,URBAN,,,,,,,,,,
1526409,INJURY,2006-04-19,1725,2,1,0,IN,SASKATOON,SKF7-83,22ND ST,AVE H,,URBAN,,,,,,,,,,
1515393,INJURY,2006-04-20,1720,2,1,0,IN,REGINA,RE702540,HILL AVE,RAE ST,,URBAN,,,,,,,,,,
1514783,INJURY,2006-04-21,2100,2,1,0,IN,REGINA,RE439350,VICTORIA AVE,600E-750E,,URBAN,,,,,,,,,,
1524890,INJURY,2006-04-28,1204,2,1,0,IN,SASKATOON,SKG7-95,2ND AVE,100 N 22ND - 23RD,,URBAN,,,,,,,,,,
1525103,INJURY,2006-04-28,1822,2,1,0,IN,SASKATOON,SKL1-5,LENORE DR,REDBERRY RD E,,URBAN,,,,,,,,,,
1526292,INJURY,2006-04-28,1000,2,1,0,IN,SASKATOON,SKJ7-1,UNIVERSITY OF SASKATCHEWAN,PRIVATE PROPETY,,URBAN,,,,,,,,,,
1526293,INJURY,2006-04-28,1912,2,1,0,IN,SASKATOON,SKK1-34,CHARLEBOIS TERR,MID BLOCK,,URBAN,,,,,,,,,,
1514954,INJURY,2006-04-29,1747,2,1,0,IN,REGINA,RE695570,COLLEGE AVE,WINNIPEG ST,,URBAN,,,,,,,,,,
1416069,FATAL,2006-04-29,1200,2,0,1,IN,RICHARDSON,,,,,HIGHWAY,0330400MUA,14,,,,,,,,
1201482,INJURY,2006-05-03,2115,2,1,0,IN,BALGONIE,,MAIN ST,QU'APPELLE ST,,URBAN,,,,,,,,,,
1492998,INJURY,2006-05-07,1450,2,1,0,IN,REGINA,RE5900,ALBERT ST,1400-1499,,URBAN,,,,,,,,,,
